-5.000000; -0.014908
-4.655172; -0.015508
-4.310345; -0.016485
-3.965517; -0.017561
-3.620690; -0.018519
-3.275862; -0.018982
-2.931035; -0.018787
-2.586207; -0.017989
-2.241379; -0.016754
-1.896552; -0.015210
-1.551724; -0.013483
-1.206897; -0.011682
-0.862069; -0.009719
-0.517241; -0.007766
-0.172414; -0.005740
0.172414; -0.003713
0.517241; -0.001728
0.862069; 0.000264
1.206897; 0.002203
1.551724; 0.004081
1.896552; 0.005976
2.241379; 0.007838
2.586207; 0.009526
2.931035; 0.011097
3.275862; 0.012648
3.620690; 0.013997
3.965517; 0.014923
4.310345; 0.015361
4.655172; 0.015250
5.000000; 0.014875
5.000000; 0.014646
4.655172; 0.015009
4.310345; 0.015997
3.965517; 0.017174
3.620690; 0.018298
3.275862; 0.018982
2.931035; 0.018916
2.586207; 0.018239
2.241379; 0.017244
1.896552; 0.015897
1.551724; 0.014475
1.206897; 0.012853
0.862069; 0.011187
0.517241; 0.009447
0.172414; 0.007618
-0.172414; 0.005750
-0.517241; 0.003828
-0.862069; 0.001819
-1.206897; -0.000118
-1.551724; -0.002032
-1.896552; -0.003904
-2.241379; -0.005900
-2.586207; -0.007811
-2.931035; -0.009635
-3.275862; -0.011495
-3.620690; -0.013174
-3.965517; -0.014430
-4.310345; -0.015076
-4.655172; -0.015125
-5.000000; -0.014908
