-5.000000; -0.282515
-4.655172; -0.295116
-4.310345; -0.295987
-3.965517; -0.290547
-3.620690; -0.280313
-3.275862; -0.265665
-2.931035; -0.247227
-2.586207; -0.225231
-2.241379; -0.195248
-1.896552; -0.153157
-1.551724; -0.102162
-1.206897; -0.059278
-0.862069; -0.042007
-0.517241; -0.027305
-0.172414; -0.016954
0.172414; -0.010600
0.517241; -0.006283
0.862069; -0.001443
1.206897; 0.006493
1.551724; 0.017034
1.896552; 0.030337
2.241379; 0.046604
2.586207; 0.071177
2.931035; 0.104507
3.275862; 0.149793
3.620690; 0.195825
3.965517; 0.217411
4.310345; 0.239069
4.655172; 0.259291
5.000000; 0.277166
5.000000; 0.290259
4.655172; 0.295987
4.310345; 0.294576
3.965517; 0.287701
3.620690; 0.276073
3.275862; 0.259843
2.931035; 0.239491
2.586207; 0.214645
2.241379; 0.178986
1.896552; 0.133999
1.551724; 0.084271
1.206897; 0.041578
0.862069; 0.024838
0.517241; 0.011871
0.172414; 0.003274
-0.172414; -0.002114
-0.517241; -0.005618
-0.862069; -0.011052
-1.206897; -0.019602
-1.551724; -0.030819
-1.896552; -0.044863
-2.241379; -0.062501
-2.586207; -0.089142
-2.931035; -0.122289
-3.275862; -0.164665
-3.620690; -0.207343
-3.965517; -0.227168
-4.310345; -0.247025
-4.655172; -0.265699
-5.000000; -0.282515
