-5.000000; -0.014873
-4.655172; -0.015459
-4.310345; -0.016943
-3.965517; -0.018246
-3.620690; -0.019263
-3.275862; -0.019690
-2.931035; -0.019096
-2.586207; -0.017644
-2.241379; -0.015990
-1.896552; -0.014105
-1.551724; -0.012165
-1.206897; -0.010310
-0.862069; -0.008376
-0.517241; -0.006316
-0.172414; -0.004280
0.172414; -0.002313
0.517241; 0.001833
0.862069; 0.003091
1.206897; 0.003571
1.551724; 0.005303
1.896552; 0.007281
2.241379; 0.009104
2.586207; 0.010748
2.931035; 0.012367
3.275862; 0.013744
3.620690; 0.015008
3.965517; 0.015706
4.310345; 0.015878
4.655172; 0.015499
5.000000; 0.014775
5.000000; 0.014276
4.655172; 0.014786
4.310345; 0.016465
3.965517; 0.018078
3.620690; 0.019251
3.275862; 0.019690
2.931035; 0.019215
2.586207; 0.018053
2.241379; 0.016593
1.896552; 0.015062
1.551724; 0.013410
1.206897; 0.011650
0.862069; 0.009891
0.517241; 0.008064
0.172414; 0.006214
-0.172414; 0.004281
-0.517241; 0.002346
-0.862069; 0.000456
-1.206897; -0.001515
-1.551724; -0.003456
-1.896552; -0.005523
-2.241379; -0.007474
-2.586207; -0.009367
-2.931035; -0.011158
-3.275862; -0.012857
-3.620690; -0.014457
-3.965517; -0.015516
-4.310345; -0.015765
-4.655172; -0.015443
-5.000000; -0.014873
