-5.000000; -0.083682
-4.655172; -0.084725
-4.310345; -0.085692
-3.965517; -0.086334
-3.620690; -0.086263
-3.275862; -0.084934
-2.931035; -0.082419
-2.586207; -0.078927
-2.241379; -0.074776
-1.896552; -0.069955
-1.551724; -0.064469
-1.206897; -0.058218
-0.862069; -0.051115
-0.517241; -0.043053
-0.172414; -0.034062
0.172414; -0.024220
0.517241; -0.013325
0.862069; -0.001783
1.206897; 0.010208
1.551724; 0.022275
1.896552; 0.033995
2.241379; 0.045032
2.586207; 0.055055
2.931035; 0.063798
3.275862; 0.071344
3.620690; 0.077348
3.965517; 0.081356
4.310345; 0.084380
4.655172; 0.085113
5.000000; 0.085651
5.000000; 0.085829
4.655172; 0.086256
4.310345; 0.086334
3.965517; 0.085843
3.620690; 0.084149
3.275862; 0.080332
2.931035; 0.074474
2.586207; 0.065667
2.241379; 0.055224
1.896552; 0.047520
1.551724; 0.036530
1.206897; 0.024649
0.862069; 0.012568
0.517241; 0.000828
0.172414; -0.010458
-0.172414; -0.021096
-0.517241; -0.030890
-0.862069; -0.039646
-1.206897; -0.047483
-1.551724; -0.054379
-1.896552; -0.060467
-2.241379; -0.065874
-2.586207; -0.070612
-2.931035; -0.074736
-3.275862; -0.078382
-3.620690; -0.081284
-3.965517; -0.082921
-4.310345; -0.083675
-4.655172; -0.083828
-5.000000; -0.083682
