-2.000000; -0.104579
-1.918367; -0.105677
-1.836735; -0.105558
-1.755102; -0.105546
-1.673469; -0.105338
-1.591837; -0.105008
-1.510204; -0.104809
-1.428571; -0.104513
-1.346939; -0.104083
-1.265306; -0.103644
-1.183674; -0.103226
-1.102041; -0.102748
-1.020408; -0.102274
-0.938776; -0.101856
-0.857143; -0.101262
-0.775510; -0.100712
-0.693878; -0.100143
-0.612245; -0.099656
-0.530612; -0.099056
-0.448980; -0.098350
-0.367347; -0.097745
-0.285714; -0.097020
-0.204082; -0.096119
-0.122449; -0.094877
-0.040816; -0.092595
0.040816; -0.085106
0.122449; -0.017916
0.204082; 0.105677
0.285714; 0.081466
0.367347; 0.085181
0.448980; 0.087479
0.530612; 0.087610
0.612245; 0.088149
0.693878; 0.088781
0.775510; 0.089245
0.857143; 0.089753
0.938776; 0.090338
1.020408; 0.090907
1.102041; 0.091439
1.183674; 0.091944
1.265306; 0.092466
1.346939; 0.093003
1.428571; 0.093497
1.510204; 0.094014
1.591837; 0.094520
1.673469; 0.094968
1.755102; 0.095468
1.836735; 0.095943
1.918367; 0.096342
2.000000; 0.096886
2.000000; 0.097274
1.918367; 0.097438
1.836735; 0.097653
1.755102; 0.097673
1.673469; 0.097483
1.591837; 0.097291
1.510204; 0.097052
1.428571; 0.096748
1.346939; 0.096395
1.265306; 0.096000
1.183674; 0.095606
1.102041; 0.095159
1.020408; 0.094732
0.938776; 0.094191
0.857143; 0.093877
0.775510; 0.093738
0.693878; 0.093180
0.612245; 0.092630
0.530612; 0.092135
0.448980; 0.091571
0.367347; 0.090935
0.285714; 0.090144
0.204082; 0.089198
0.122449; 0.087360
0.040816; 0.080826
-0.040816; -0.030339
-0.122449; -0.098593
-0.204082; -0.086302
-0.285714; -0.091055
-0.367347; -0.093656
-0.448980; -0.093663
-0.530612; -0.094206
-0.612245; -0.094968
-0.693878; -0.095617
-0.775510; -0.096236
-0.857143; -0.096869
-0.938776; -0.097435
-1.020408; -0.098056
-1.102041; -0.098639
-1.183674; -0.099167
-1.265306; -0.099710
-1.346939; -0.100244
-1.428571; -0.100818
-1.510204; -0.101272
-1.591837; -0.101881
-1.673469; -0.102460
-1.755102; -0.103043
-1.836735; -0.103544
-1.918367; -0.104057
-2.000000; -0.104579
