-5.000000; -0.298588
-4.655172; -0.307326
-4.310345; -0.304053
-3.965517; -0.294088
-3.620690; -0.279023
-3.275862; -0.259259
-2.931035; -0.235425
-2.586207; -0.208805
-2.241379; -0.174001
-1.896552; -0.128830
-1.551724; -0.079452
-1.206897; -0.042489
-0.862069; -0.028851
-0.517241; -0.016713
-0.172414; -0.008395
0.172414; -0.004239
0.517241; -0.001688
0.862069; 0.002870
1.206897; 0.011445
1.551724; 0.022095
1.896552; 0.034060
2.241379; 0.049143
2.586207; 0.073754
2.931035; 0.125884
3.275862; 0.169083
3.620690; 0.194334
3.965517; 0.221603
4.310345; 0.247736
4.655172; 0.271129
5.000000; 0.290725
5.000000; 0.303742
4.655172; 0.307326
4.310345; 0.302263
3.965517; 0.290844
3.620690; 0.274083
3.275862; 0.251973
2.931035; 0.225597
2.586207; 0.195152
2.241379; 0.154792
1.896552; 0.107335
1.551724; 0.060877
1.206897; 0.027448
0.862069; 0.014592
0.517241; 0.003438
0.172414; -0.003448
-0.172414; -0.006735
-0.517241; -0.009168
-0.862069; -0.014715
-1.206897; -0.023488
-1.551724; -0.034649
-1.896552; -0.047672
-2.241379; -0.064764
-2.586207; -0.093063
-2.931035; -0.129068
-3.275862; -0.174547
-3.620690; -0.218838
-3.965517; -0.239341
-4.310345; -0.260820
-4.655172; -0.281013
-5.000000; -0.298588
