-5.000000; -0.298119
-4.655172; -0.312944
-4.310345; -0.310166
-3.965517; -0.299482
-3.620690; -0.283570
-3.275862; -0.263436
-2.931035; -0.238924
-2.586207; -0.211500
-2.241379; -0.179025
-1.896552; -0.135127
-1.551724; -0.076675
-1.206897; -0.034718
-0.862069; -0.022375
-0.517241; -0.011389
-0.172414; -0.002873
0.172414; 0.000700
0.517241; 0.001475
0.862069; 0.003809
1.206897; 0.010112
1.551724; 0.019262
1.896552; 0.031932
2.241379; 0.047034
2.586207; 0.068174
2.931035; 0.121230
3.275862; 0.166565
3.620690; 0.197394
3.965517; 0.222928
4.310345; 0.248869
4.655172; 0.272780
5.000000; 0.293030
5.000000; 0.307710
4.655172; 0.312944
4.310345; 0.308148
3.965517; 0.295979
3.620690; 0.278533
3.275862; 0.256411
2.931035; 0.229964
2.586207; 0.199900
2.241379; 0.162678
1.896552; 0.114889
1.551724; 0.060263
1.206897; 0.024179
0.862069; 0.012530
0.517241; 0.001758
0.172414; -0.004653
-0.172414; -0.006302
-0.517241; -0.005650
-0.862069; -0.008029
-1.206897; -0.016713
-1.551724; -0.028808
-1.896552; -0.043232
-2.241379; -0.059929
-2.586207; -0.085474
-2.931035; -0.122576
-3.275862; -0.172939
-3.620690; -0.220601
-3.965517; -0.239816
-4.310345; -0.259708
-4.655172; -0.279943
-5.000000; -0.298119
